policy,scenario,replication,overflow_incidents,overflow_bin_hours,overflow_spilled_kg,distance_km,travel_time_hours,service_time_hours,depot_unloading_time_hours,turnaround_time_hours,idling_time_hours,collection_trips,collection_stops,wasted_pickups,collected_kg,mean_fill_at_collection_pct,truck_utilization_pct,unserved_required_bins,inspection_events,base_driving_fuel_l,traffic_fuel_penalty_l,payload_fuel_penalty_l,driving_fuel_l,collection_idle_fuel_l,depot_idle_fuel_l,fuel_l,co2_kg,routing_fallbacks,forecast_driven_dispatches,capacity_constrained_decisions,dispatch_limit_blocks,sensor_uncertainty_decisions,overflow_incidents_post_warmup,overflow_bin_hours_post_warmup,overflow_spilled_kg_post_warmup,distance_km_post_warmup,travel_time_hours_post_warmup,service_time_hours_post_warmup,depot_unloading_time_hours_post_warmup,turnaround_time_hours_post_warmup,idling_time_hours_post_warmup,collection_trips_post_warmup,collection_stops_post_warmup,wasted_pickups_post_warmup,collected_kg_post_warmup,mean_fill_at_collection_pct_post_warmup,truck_utilization_pct_post_warmup,unserved_required_bins_post_warmup,inspection_events_post_warmup,base_driving_fuel_l_post_warmup,traffic_fuel_penalty_l_post_warmup,payload_fuel_penalty_l_post_warmup,driving_fuel_l_post_warmup,collection_idle_fuel_l_post_warmup,depot_idle_fuel_l_post_warmup,fuel_l_post_warmup,co2_kg_post_warmup,routing_fallbacks_post_warmup,forecast_driven_dispatches_post_warmup,capacity_constrained_decisions_post_warmup,dispatch_limit_blocks_post_warmup,sensor_uncertainty_decisions_post_warmup,uncollected_kg_at_horizon,unfinished_trip_count,analysis_warmup_days
smart,abrupt_behavior_change,26,6.0,20.0,222.75813887725099,902.0609999999996,24.70394027777779,57.19999999999984,9.666666666666666,0.9999999999999999,66.8666666666665,29.0,427.0,49.0,152194.8598644838,66.00523023006478,58.312206844629806,2.0,145.0,405.92744999999957,16.510612500000008,18.987028469451253,441.4250909694508,171.60000000000136,29.0,642.0250909694522,1720.627243798132,0.0,23.0,0.0,14.0,71.0,6.0,20.0,222.75813887725099,902.0609999999996,24.70394027777779,57.19999999999984,9.666666666666666,0.9999999999999999,66.8666666666665,29.0,427.0,49.0,152194.8598644838,66.00523023006478,58.312206844629806,2.0,131.0,405.92744999999957,16.510612500000008,18.987028469451253,441.4250909694508,171.60000000000136,29.0,642.0250909694522,1720.627243798132,0.0,23.0,0.0,14.0,61.0,5592.34286391094,0,3
fixed,traffic_disruption,26,0.0,0.0,0.0,508.032,21.57823875000001,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,3.0,113383.65428255152,70.69687883935129,69.98991005095773,0.0,14.0,228.61440000000002,116.777872125,17.92900676361059,363.3212788886106,118.80000000000061,18.0,500.1212788886112,1340.3250274214781,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,508.032,21.57823875000001,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,3.0,113383.65428255152,70.69687883935129,69.98991005095773,0.0,14.0,228.61440000000002,116.777872125,17.92900676361059,363.3212788886106,118.80000000000061,18.0,500.1212788886112,1340.3250274214781,0.0,0.0,0.0,0.0,8.0,10822.948946020153,0,3
smart,traffic_disruption,26,1.0,1.0,9.469738104410567,671.4120000000004,24.63244500000002,41.46666666666656,7.666666666666663,1.1666666666666665,49.133333333333226,23.0,311.0,18.0,114232.37326433786,68.01975304533629,55.18472138373809,0.0,142.0,302.13539999999995,120.52911037499992,18.024589534857014,440.68909990985685,124.40000000000069,23.0,588.0890999098575,1576.0787877584182,0.0,16.0,0.0,16.0,71.0,1.0,1.0,9.469738104410567,671.4120000000004,24.63244500000002,41.46666666666656,7.666666666666663,1.1666666666666665,49.133333333333226,23.0,311.0,18.0,114232.37326433786,68.01975304533629,55.18472138373809,0.0,128.0,302.13539999999995,120.52911037499992,18.024589534857014,440.68909990985685,124.40000000000069,23.0,588.0890999098575,1576.0787877584182,0.0,16.0,0.0,16.0,61.0,9964.76022612949,0,3
fixed,sensor_failure,26,1.0,1.0,4.55805518693694,511.7299999999999,16.4523263888889,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,113340.19632855136,70.66978197315835,69.96308415342676,0.0,127.0,230.27849999999998,32.641200000000005,13.835400061438204,276.75510006143816,118.80000000000061,18.0,413.5551000614388,1108.327668164656,0.0,0.0,0.0,0.0,9.0,1.0,1.0,4.55805518693694,511.7299999999999,16.4523263888889,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,113340.19632855136,70.66978197315835,69.96308415342676,0.0,127.0,230.27849999999998,32.641200000000005,13.835400061438204,276.75510006143816,118.80000000000061,18.0,413.5551000614388,1108.327668164656,0.0,0.0,0.0,0.0,9.0,10861.8488448334,0,3
smart,sensor_failure,26,13.0,154.0,846.0171341861019,1259.7569999999996,35.19255833333333,42.39999999999989,13.666666666666673,0.0,56.06666666666656,41.0,318.0,43.0,116365.77518999841,67.76483530747632,31.53544043089388,0.0,1501.0,566.8906499999995,36.31891500000002,14.68836669431263,617.8979316943122,127.20000000000073,41.0,786.0979316943129,2106.742456940759,0.0,41.0,0.0,17.0,103.0,13.0,154.0,846.0171341861019,1259.7569999999996,35.19255833333333,42.39999999999989,13.666666666666673,0.0,56.06666666666656,41.0,318.0,43.0,116365.77518999841,67.76483530747632,31.53544043089388,0.0,1331.0,566.8906499999995,36.31891500000002,14.68836669431263,617.8979316943122,127.20000000000073,41.0,786.0979316943129,2106.742456940759,0.0,41.0,0.0,17.0,91.0,6994.810904387286,0,3
fixed,reduced_truck_capacity,26,15.0,2685.0,13993.80706317357,539.2209999999997,17.15493611111111,35.066666666666585,5.999999999999998,1.5,41.066666666666585,18.0,255.0,3.0,98874.53995288166,71.80431369127206,93.89794867320197,42.0,14.0,242.64944999999997,33.768652500000016,20.709315599429093,297.12741809942906,105.20000000000041,18.0,420.32741809942945,1126.477480506471,2.0,0.0,7.0,0.0,8.0,15.0,2685.0,13993.80706317357,539.2209999999997,17.15493611111111,35.066666666666585,5.999999999999998,1.5,41.066666666666585,18.0,255.0,3.0,98874.53995288166,71.80431369127206,93.89794867320197,42.0,14.0,242.64944999999997,33.768652500000016,20.709315599429093,297.12741809942906,105.20000000000041,18.0,420.32741809942945,1126.477480506471,2.0,0.0,7.0,0.0,8.0,11338.256212516524,0,3
smart,reduced_truck_capacity,26,5.0,36.0,262.62600579248317,850.5559999999997,22.92456805555557,43.066666666666556,9.666666666666666,1.5,52.73333333333322,29.0,321.0,32.0,117618.07736480424,67.85397332687442,69.32984224273754,2.0,131.0,382.7501999999998,15.099817500000004,20.65295772554312,418.5029752255429,129.20000000000076,29.0,576.7029752255437,1545.5639736044573,0.0,20.0,0.0,21.0,67.0,5.0,36.0,262.62600579248317,850.5559999999997,22.92456805555557,43.066666666666556,9.666666666666666,1.5,52.73333333333322,29.0,321.0,32.0,117618.07736480424,67.85397332687442,69.32984224273754,2.0,117.0,382.7501999999998,15.099817500000004,20.65295772554312,418.5029752255429,129.20000000000076,29.0,576.7029752255437,1545.5639736044573,0.0,20.0,0.0,21.0,57.0,6325.899857975002,0,3
fixed,combined_demand_operational_stress,26,155.0,9804.0,94857.28570083366,474.7699999999998,20.90988375000001,26.533333333333278,5.999999999999998,1.5,32.533333333333275,18.0,196.0,0.0,98664.22895065158,93.22017096622405,93.69822312502525,101.0,127.0,213.64649999999997,118.02909037500007,24.914559330386922,356.590149705387,79.60000000000005,18.0,454.19014970538706,1217.2296012104373,1.0,0.0,9.0,0.0,9.0,155.0,9804.0,94857.28570083366,474.7699999999998,20.90988375000001,26.533333333333278,5.999999999999998,1.5,32.533333333333275,18.0,196.0,0.0,98664.22895065158,93.22017096622405,93.69822312502525,101.0,127.0,213.64649999999997,118.02909037500007,24.914559330386922,356.590149705387,79.60000000000005,18.0,454.19014970538706,1217.2296012104373,1.0,0.0,9.0,0.0,9.0,17658.90183107861,0,3
smart,combined_demand_operational_stress,26,96.0,1626.0,18439.81115742985,1536.9899999999982,57.13254,60.79999999999983,17.33333333333334,1.6666666666666667,78.13333333333317,52.0,455.0,37.0,184207.7685956736,74.97263679107603,60.554822023561336,1.0,951.0,691.6454999999991,287.3966400000001,45.819755969971325,1024.8618959699704,182.4000000000015,52.0,1259.2618959699719,3374.821881199525,0.0,42.0,0.0,54.0,66.0,96.0,1626.0,18439.81115742985,1500.1439999999982,55.84486499999999,58.6666666666665,17.000000000000007,1.6666666666666667,75.66666666666652,51.0,439.0,37.0,178566.69128219856,75.32552572437301,59.85141319999952,1.0,781.0,675.064799999999,281.5933950000002,44.40636565878468,1001.0645606587839,176.00000000000142,51.0,1228.0645606587852,3291.2130225655446,0.0,41.0,0.0,54.0,54.0,8532.836729460152,0,3
fixed,normal_patterned,27,3.0,59.0,259.98564758464454,513.2539999999999,16.616111111111117,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,14.0,106905.79711238274,66.88300620144068,65.99123278542145,1.0,13.0,230.96429999999987,33.14423250000003,12.934517535558776,277.0430500355587,118.80000000000061,18.0,413.84305003555926,1109.0993740952988,0.0,0.0,0.0,0.0,7.0,3.0,59.0,259.98564758464454,513.2539999999999,16.616111111111117,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,14.0,106905.79711238274,66.88300620144068,65.99123278542145,1.0,13.0,230.96429999999987,33.14423250000003,12.934517535558776,277.0430500355587,118.80000000000061,18.0,413.84305003555926,1109.0993740952988,0.0,0.0,0.0,0.0,7.0,7427.746589907883,0,3
smart,normal_patterned,27,1.0,6.0,32.443108001836436,696.4349999999997,18.972711111111103,38.799999999999905,7.666666666666663,0.9999999999999999,46.46666666666657,23.0,291.0,31.0,103722.95128402751,66.00671457555515,50.107705934312804,0.0,125.0,313.39575,12.084277500000002,12.510118932154558,337.9901464321546,116.40000000000057,23.0,477.3901464321551,1279.4055924381757,0.0,17.0,0.0,16.0,74.0,1.0,6.0,32.443108001836436,696.4349999999997,18.972711111111103,38.799999999999905,7.666666666666663,0.9999999999999999,46.46666666666657,23.0,291.0,31.0,103722.95128402751,66.00671457555515,50.107705934312804,0.0,112.0,313.39575,12.084277500000002,12.510118932154558,337.9901464321546,116.40000000000057,23.0,477.3901464321551,1279.4055924381757,0.0,17.0,0.0,16.0,66.0,10838.13495784602,0,3
fixed,high_demand_seasonal,27,131.0,1497.0,9984.451982031476,521.3349999999998,16.857651388888897,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,147498.54532063278,92.59167942287048,91.0484847658227,2.0,13.0,234.60074999999992,32.623740000000005,17.990823641712915,285.21531364171284,118.80000000000061,18.0,422.0153136417134,1131.001040559792,0.0,0.0,0.0,0.0,7.0,131.0,1497.0,9984.451982031476,521.3349999999998,16.857651388888897,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,147498.54532063278,92.59167942287048,91.0484847658227,2.0,13.0,234.60074999999992,32.623740000000005,17.990823641712915,285.21531364171284,118.80000000000061,18.0,422.0153136417134,1131.001040559792,0.0,0.0,0.0,0.0,7.0,11352.518982727688,0,3
smart,high_demand_seasonal,27,5.0,24.0,211.83748503904167,1050.6359999999997,30.854056944444434,61.06666666666649,10.666666666666668,0.6666666666666666,71.73333333333316,32.0,458.0,70.0,160898.9091671811,65.05697443279193,55.8676767941601,0.0,136.0,472.78619999999944,35.38554750000002,21.147494459819583,529.319241959819,183.20000000000152,32.0,744.5192419598205,1995.311568452319,0.0,28.0,0.0,6.0,81.0,5.0,24.0,211.83748503904167,1002.9469999999998,29.387737499999986,57.06666666666651,10.333333333333334,0.5,67.39999999999984,30.0,428.0,70.0,149439.43199911775,64.65880581477921,55.347937777451016,0.0,123.0,451.32614999999953,33.004192500000016,20.09618320832626,504.4265257083258,171.20000000000135,31.0,706.6265257083271,1893.7590888983168,0.0,27.0,0.0,6.0,73.0,7724.769633171649,0,3
fixed,event_heavy,27,0.0,0.0,0.0,510.087,16.697373611111114,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,30.0,102352.29469537764,63.818614974047605,63.18042882430719,0.0,13.0,229.53914999999992,33.54963750000002,11.922605294896432,275.0113927948964,118.80000000000061,18.0,411.81139279489696,1103.654532690324,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,510.087,16.697373611111114,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,30.0,102352.29469537764,63.818614974047605,63.18042882430719,0.0,13.0,229.53914999999992,33.54963750000002,11.922605294896432,275.0113927948964,118.80000000000061,18.0,411.81139279489696,1103.654532690324,0.0,0.0,0.0,0.0,7.0,6982.123812692757,0,3
smart,event_heavy,27,0.0,0.0,0.0,707.5419999999996,20.709758333333344,39.733333333333235,7.666666666666663,0.5,47.3999999999999,23.0,298.0,32.0,103266.51982263828,64.1725825395466,49.88720764378661,0.0,141.0,318.39390000000003,24.839460000000017,13.7878273826622,357.0211873826623,119.20000000000061,23.0,499.2211873826629,1337.9127821855366,0.0,20.0,0.0,5.0,82.0,0.0,0.0,0.0,707.5419999999996,20.709758333333344,39.733333333333235,7.666666666666663,0.5,47.3999999999999,23.0,298.0,32.0,103266.51982263828,64.1725825395466,49.88720764378661,0.0,128.0,318.39390000000003,24.839460000000017,13.7878273826622,357.0211873826623,119.20000000000061,23.0,499.2211873826629,1337.9127821855366,0.0,20.0,0.0,5.0,74.0,6067.898685432028,0,3
fixed,persistent_multi_day_surge,27,66.0,746.0,5930.152423128542,521.2999999999998,16.837234722222227,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,7.0,121733.29719147441,75.90304102224368,75.14401061202125,0.0,13.0,234.5849999999999,32.91858000000003,14.889919215427032,282.39349921542697,118.80000000000061,18.0,419.19349921542755,1123.4385778973458,0.0,0.0,0.0,0.0,7.0,66.0,746.0,5930.152423128542,521.2999999999998,16.837234722222227,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,7.0,121733.29719147441,75.90304102224368,75.14401061202125,0.0,13.0,234.5849999999999,32.91858000000003,14.889919215427032,282.39349921542697,118.80000000000061,18.0,419.19349921542755,1123.4385778973458,0.0,0.0,0.0,0.0,7.0,7427.746589907883,0,3
smart,persistent_multi_day_surge,27,3.0,9.0,62.54527918476413,747.3049999999996,20.875194444444457,48.133333333333205,7.9999999999999964,0.8333333333333333,56.1333333333332,24.0,361.0,39.0,128926.93219197317,66.13672524467691,59.68839453332092,0.0,132.0,336.28724999999986,14.486670000000005,16.038749920653487,366.8126699206533,144.40000000000097,24.0,535.2126699206543,1434.3699553873537,0.0,19.0,0.0,9.0,79.0,3.0,9.0,62.54527918476413,747.3049999999996,20.875194444444457,48.133333333333205,7.9999999999999964,0.8333333333333333,56.1333333333332,24.0,361.0,39.0,128926.93219197317,66.13672524467691,59.68839453332092,0.0,119.0,336.28724999999986,14.486670000000005,16.038749920653487,366.8126699206533,144.40000000000097,24.0,535.2126699206543,1434.3699553873537,0.0,19.0,0.0,9.0,71.0,6101.718733352867,0,3
fixed,localized_surge,27,22.0,212.0,1376.920879609337,513.4069999999998,16.42497361111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,13.0,111761.05140439476,69.68515488489508,68.98830333604616,0.0,13.0,231.0331499999999,32.93115750000001,13.77116157560587,277.73546907560575,118.80000000000061,18.0,414.53546907560633,1110.955057122625,0.0,0.0,0.0,0.0,7.0,22.0,212.0,1376.920879609337,513.4069999999998,16.42497361111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,13.0,111761.05140439476,69.68515488489508,68.98830333604616,0.0,13.0,231.0331499999999,32.93115750000001,13.77116157560587,277.73546907560575,118.80000000000061,18.0,414.53546907560633,1110.955057122625,0.0,0.0,0.0,0.0,7.0,7427.746589907883,0,3
smart,localized_surge,27,1.0,3.0,3.118537554004547,791.5939999999995,22.962998611111114,44.66666666666655,8.666666666666664,0.8333333333333333,53.333333333333215,26.0,335.0,50.0,115283.9646633617,63.728007000199874,49.26665156553919,0.0,131.0,356.2172999999998,23.841765000000013,14.673285964425496,394.7323509644253,134.00000000000082,26.0,554.7323509644261,1486.6827005846621,0.0,21.0,0.0,12.0,77.0,1.0,3.0,3.118537554004547,791.5939999999995,22.962998611111114,44.66666666666655,8.666666666666664,0.8333333333333333,53.333333333333215,26.0,335.0,50.0,115283.9646633617,63.728007000199874,49.26665156553919,0.0,118.0,356.2172999999998,23.841765000000013,14.673285964425496,394.7323509644253,134.00000000000082,26.0,554.7323509644261,1486.6827005846621,0.0,21.0,0.0,12.0,69.0,5278.635672996285,0,3
fixed,gradual_upward_trend,27,4.0,117.0,628.4704613022101,509.191,16.606959722222232,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,7.0,111272.85129401572,69.85113075581654,68.68694524321958,2.0,13.0,229.13594999999992,32.951542500000016,12.972845824661897,275.0603383246618,118.80000000000061,18.0,411.8603383246624,1103.7857067100954,0.0,0.0,0.0,0.0,7.0,4.0,117.0,628.4704613022101,509.191,16.606959722222232,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,7.0,111272.85129401572,69.85113075581654,68.68694524321958,2.0,13.0,229.13594999999992,32.951542500000016,12.972845824661897,275.0603383246618,118.80000000000061,18.0,411.8603383246624,1103.7857067100954,0.0,0.0,0.0,0.0,7.0,8121.674515742387,0,3
smart,gradual_upward_trend,27,1.0,4.0,6.236381714675758,775.4119999999999,21.109188888888887,41.33333333333323,9.333333333333332,1.5,50.66666666666656,28.0,310.0,21.0,111856.76191504998,66.82004893372165,44.38760393454364,0.0,123.0,348.93539999999985,12.5461575,12.488460825060113,373.9700183250599,124.00000000000068,28.0,525.9700183250607,1409.5996491111628,0.0,19.0,0.0,19.0,72.0,1.0,4.0,6.236381714675758,775.4119999999999,21.109188888888887,41.33333333333323,9.333333333333332,1.5,50.66666666666656,28.0,310.0,21.0,111856.76191504998,66.82004893372165,44.38760393454364,0.0,110.0,348.93539999999985,12.5461575,12.488460825060113,373.9700183250599,124.00000000000068,28.0,525.9700183250607,1409.5996491111628,0.0,19.0,0.0,19.0,64.0,8159.997974295726,0,3
fixed,abrupt_behavior_change,27,46.0,503.0,3279.5553973776496,512.4409999999999,16.6577138888889,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,5.0,129943.91074778062,81.5718209339489,80.21229058504977,2.0,13.0,230.59844999999993,32.56454250000001,15.406476876464033,278.5694693764639,118.80000000000061,18.0,415.3694693764645,1113.1901779289249,0.0,0.0,0.0,0.0,7.0,46.0,503.0,3279.5553973776496,512.4409999999999,16.6577138888889,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,5.0,129943.91074778062,81.5718209339489,80.21229058504977,2.0,13.0,230.59844999999993,32.56454250000001,15.406476876464033,278.5694693764639,118.80000000000061,18.0,415.3694693764645,1113.1901779289249,0.0,0.0,0.0,0.0,7.0,10836.178318961376,0,3
smart,abrupt_behavior_change,27,1.0,6.0,48.73489630430413,859.0819999999993,24.264743055555567,51.19999999999986,9.333333333333332,1.1666666666666665,60.53333333333319,28.0,384.0,53.0,135795.40066105794,65.4877510904022,53.88706375438807,0.0,123.0,386.58689999999973,19.463332500000007,17.268869176906,423.31910167690575,153.6000000000011,28.0,604.9191016769068,1621.1831924941105,0.0,21.0,0.0,14.0,73.0,1.0,6.0,48.73489630430413,859.0819999999993,24.264743055555567,51.19999999999986,9.333333333333332,1.1666666666666665,60.53333333333319,28.0,384.0,53.0,135795.40066105794,65.4877510904022,53.88706375438807,0.0,110.0,386.58689999999973,19.463332500000007,17.268869176906,423.31910167690575,153.6000000000011,28.0,604.9191016769068,1621.1831924941105,0.0,21.0,0.0,14.0,65.0,8215.508906757375,0,3
fixed,traffic_disruption,27,2.0,14.0,66.3543726916223,512.4459999999999,22.136730000000007,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,14.0,107145.49823391021,66.80726913200536,66.13919644068532,0.0,13.0,230.60069999999988,121.33714162500002,16.95635082184041,368.89419244684035,118.80000000000061,18.0,505.69419244684093,1355.2604357575337,0.0,0.0,0.0,0.0,7.0,2.0,14.0,66.3543726916223,512.4459999999999,22.136730000000007,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,14.0,107145.49823391021,66.80726913200536,66.13919644068532,0.0,13.0,230.60069999999988,121.33714162500002,16.95635082184041,368.89419244684035,118.80000000000061,18.0,505.69419244684093,1355.2604357575337,0.0,0.0,0.0,0.0,7.0,7381.676743273479,0,3
smart,traffic_disruption,27,0.0,0.0,0.0,691.464,25.24657125000001,39.333333333333236,7.666666666666663,0.9999999999999999,46.9999999999999,23.0,295.0,30.0,104711.97732160725,65.7325658013856,50.58549629063152,0.0,122.0,311.1587999999998,120.79854674999997,16.974355185064685,448.93170193506444,118.0000000000006,23.0,589.931701935065,1581.0169611859744,0.0,17.0,0.0,15.0,74.0,0.0,0.0,0.0,691.464,25.24657125000001,39.333333333333236,7.666666666666663,0.9999999999999999,46.9999999999999,23.0,295.0,30.0,104711.97732160725,65.7325658013856,50.58549629063152,0.0,109.0,311.1587999999998,120.79854674999997,16.974355185064685,448.93170193506444,118.0000000000006,23.0,589.931701935065,1581.0169611859744,0.0,17.0,0.0,15.0,66.0,9881.552028267943,0,3
fixed,sensor_failure,27,2.0,16.0,82.24204771038535,509.24899999999985,16.60537083333334,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,14.0,107084.6109646046,66.76930475408687,66.10161170654605,0.0,125.0,229.16204999999988,32.83710750000003,12.534342439606217,274.53349993960614,118.80000000000061,18.0,411.3334999396068,1102.3737798381462,0.0,0.0,0.0,0.0,9.0,2.0,16.0,82.24204771038535,509.24899999999985,16.60537083333334,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,14.0,107084.6109646046,66.76930475408687,66.10161170654605,0.0,125.0,229.16204999999988,32.83710750000003,12.534342439606217,274.53349993960614,118.80000000000061,18.0,411.3334999396068,1102.3737798381462,0.0,0.0,0.0,0.0,9.0,7426.676337560365,0,3
smart,sensor_failure,27,11.0,138.0,662.8229519271629,1108.9579999999992,30.8147541666667,38.799999999999905,12.333333333333337,0.0,51.13333333333324,37.0,291.0,43.0,103405.91465511816,65.80496032526295,31.052827223759206,0.0,1462.0,499.0310999999998,30.030210000000004,12.660872364924026,541.7221823649238,116.40000000000057,37.0,695.1221823649244,1862.9274487379973,0.0,37.0,0.0,15.0,105.0,11.0,138.0,662.8229519271629,1108.9579999999992,30.8147541666667,38.799999999999905,12.333333333333337,0.0,51.13333333333324,37.0,291.0,43.0,103405.91465511816,65.80496032526295,31.052827223759206,0.0,1293.0,499.0310999999998,30.030210000000004,12.660872364924026,541.7221823649238,116.40000000000057,37.0,695.1221823649244,1862.9274487379973,0.0,37.0,0.0,15.0,93.0,10524.791742829912,0,3
fixed,reduced_truck_capacity,27,13.0,1258.0,5561.50147865602,534.7849999999999,17.429070833333338,37.06666666666658,5.999999999999998,1.5,43.06666666666658,18.0,275.0,9.0,101531.81720586213,68.37159407802169,96.42147882797923,22.0,13.0,240.65324999999993,33.95835000000002,19.998132602042034,294.60973260204196,111.2000000000005,18.0,423.80973260204246,1135.8100833734738,1.0,0.0,6.0,0.0,7.0,13.0,1258.0,5561.50147865602,534.7849999999999,17.429070833333338,37.06666666666658,5.999999999999998,1.5,43.06666666666658,18.0,275.0,9.0,101531.81720586213,68.37159407802169,96.42147882797923,22.0,13.0,240.65324999999993,33.95835000000002,19.998132602042034,294.60973260204196,111.2000000000005,18.0,423.80973260204246,1135.8100833734738,1.0,0.0,6.0,0.0,7.0,7500.2106653570645,0,3
smart,reduced_truck_capacity,27,2.0,5.0,41.99480865083899,790.987,21.457997222222225,39.5999999999999,9.333333333333332,1.5,48.93333333333324,28.0,297.0,19.0,106915.02675039768,66.66356575034148,65.27168910280689,0.0,129.0,355.9441499999999,15.4164825,18.95499127702898,390.3156237770289,118.80000000000061,28.0,537.1156237770296,1439.4698717224394,0.0,19.0,0.0,14.0,75.0,2.0,5.0,41.99480865083899,790.987,21.457997222222225,39.5999999999999,9.333333333333332,1.5,48.93333333333324,28.0,297.0,19.0,106915.02675039768,66.66356575034148,65.27168910280689,0.0,116.0,355.9441499999999,15.4164825,18.95499127702898,390.3156237770289,118.80000000000061,28.0,537.1156237770296,1439.4698717224394,0.0,19.0,0.0,14.0,67.0,7636.50779082679,0,3
fixed,combined_demand_operational_stress,27,129.0,9084.0,77388.81672815037,468.2499999999998,20.408520000000014,26.399999999999945,5.999999999999998,1.5,32.39999999999994,18.0,197.0,1.0,99848.75918205727,93.86046172406212,94.82313312636018,100.0,125.0,210.71249999999995,116.07350512500003,24.511699494586114,351.2977046195861,79.20000000000005,18.0,448.49770461958616,1201.973848380491,1.0,0.0,9.0,0.0,9.0,129.0,9084.0,77388.81672815037,468.2499999999998,20.408520000000014,26.399999999999945,5.999999999999998,1.5,32.39999999999994,18.0,197.0,1.0,99848.75918205727,93.86046172406212,94.82313312636018,100.0,125.0,210.71249999999995,116.07350512500003,24.511699494586114,351.2977046195861,79.20000000000005,18.0,448.49770461958616,1201.973848380491,1.0,0.0,9.0,0.0,9.0,15270.134938551131,0,3
smart,combined_demand_operational_stress,27,63.0,934.0,9711.835423106957,1592.9379999999994,59.013703124999964,59.333333333333165,17.66666666666667,1.1666666666666665,76.99999999999983,53.0,445.0,51.0,172258.69736380526,71.68485117095518,55.558360704339705,0.0,1004.0,716.8220999999992,301.0598235000003,42.90728601016392,1060.7892095101633,178.00000000000145,53.0,1291.7892095101647,3461.995081487242,0.0,46.0,0.0,47.0,72.0,63.0,934.0,9711.835423106957,1536.8589999999995,56.74283624999997,56.39999999999984,17.33333333333334,0.9999999999999999,73.73333333333318,51.0,423.0,51.0,164278.01284840787,71.91927714228522,55.06217960395772,0.0,835.0,691.586549999999,289.29227512500023,41.11921070111381,1021.998035826113,169.20000000000132,52.0,1243.1980358261144,3331.7707360139866,0.0,45.0,0.0,47.0,60.0,10537.178061846562,0,3
fixed,normal_patterned,28,7.0,40.0,236.5756316203176,512.423,16.11085972222223,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,4.0,119384.21576009394,74.4383437835727,73.693960345737,0.0,7.0,230.59034999999994,31.73942250000001,15.034095707564008,277.36386820756394,118.80000000000061,18.0,414.1638682075645,1109.959166796273,0.0,0.0,0.0,0.0,6.0,7.0,40.0,236.5756316203176,512.423,16.11085972222223,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,4.0,119384.21576009394,74.4383437835727,73.693960345737,0.0,7.0,230.59034999999994,31.73942250000001,15.034095707564008,277.36386820756394,118.80000000000061,18.0,414.1638682075645,1109.959166796273,0.0,0.0,0.0,0.0,6.0,12097.860775089775,0,3
smart,normal_patterned,28,1.0,1.0,0.8510235147288085,848.0329999999999,25.400702777777784,43.999999999999886,9.666666666666666,0.9999999999999999,53.66666666666655,29.0,330.0,28.0,122107.8440458254,68.52292033996932,46.7846145769446,0.0,172.0,381.61485000000005,40.872645000000006,15.026865398450948,437.514360398451,132.0000000000008,29.0,598.5143603984518,1604.0184858678508,0.0,23.0,0.0,3.0,88.0,1.0,1.0,0.8510235147288085,801.6559999999998,23.940518055555557,39.9999999999999,9.333333333333332,0.8333333333333333,49.33333333333323,27.0,300.0,28.0,109919.13099863981,67.85131543125907,45.234210287506095,0.0,148.0,360.74520000000007,38.358877500000006,14.155060084676283,413.25913758467635,120.00000000000063,28.0,561.259137584677,1504.1744887269344,0.0,22.0,0.0,3.0,78.0,9609.95709746392,0,3
