policy,scenario,replication,overflow_incidents,overflow_bin_hours,overflow_spilled_kg,distance_km,travel_time_hours,service_time_hours,depot_unloading_time_hours,turnaround_time_hours,idling_time_hours,collection_trips,collection_stops,wasted_pickups,collected_kg,mean_fill_at_collection_pct,truck_utilization_pct,unserved_required_bins,inspection_events,base_driving_fuel_l,traffic_fuel_penalty_l,payload_fuel_penalty_l,driving_fuel_l,collection_idle_fuel_l,depot_idle_fuel_l,fuel_l,co2_kg,routing_fallbacks,overflow_incidents_post_warmup,overflow_bin_hours_post_warmup,overflow_spilled_kg_post_warmup,distance_km_post_warmup,travel_time_hours_post_warmup,service_time_hours_post_warmup,depot_unloading_time_hours_post_warmup,turnaround_time_hours_post_warmup,idling_time_hours_post_warmup,collection_trips_post_warmup,collection_stops_post_warmup,wasted_pickups_post_warmup,collected_kg_post_warmup,mean_fill_at_collection_pct_post_warmup,truck_utilization_pct_post_warmup,unserved_required_bins_post_warmup,inspection_events_post_warmup,base_driving_fuel_l_post_warmup,traffic_fuel_penalty_l_post_warmup,payload_fuel_penalty_l_post_warmup,driving_fuel_l_post_warmup,collection_idle_fuel_l_post_warmup,depot_idle_fuel_l_post_warmup,fuel_l_post_warmup,co2_kg_post_warmup,routing_fallbacks_post_warmup,uncollected_kg_at_horizon,unfinished_trip_count,analysis_warmup_days
fixed,sensor_failure,22,0.0,0.0,0.0,510.9829999999999,16.797048611111116,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102596.2379110895,63.970718238614246,63.33101105622808,0.0,137.0,229.9423499999999,33.840247500000025,12.004999028872305,275.7875965288722,118.80000000000061,18.0,412.58759652887284,1105.7347586973792,0.0,0.0,0.0,0.0,510.9829999999999,16.797048611111116,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102596.2379110895,63.970718238614246,63.33101105622808,0.0,137.0,229.9423499999999,33.840247500000025,12.004999028872305,275.7875965288722,118.80000000000061,18.0,412.58759652887284,1105.7347586973792,0.0,10338.467349074042,0,3
smart,sensor_failure,22,0.0,0.0,0.0,1252.2969999999991,42.25710138888889,48.39999999999987,14.000000000000007,0.0,62.39999999999988,42.0,363.0,137.0,106948.49493208514,54.55999129276871,28.293252627535754,0.0,856.0,563.5336499999997,109.56428999999994,14.637416609181816,687.7353566091815,145.20000000000098,42.0,874.9353566091825,2344.826755712609,0.0,0.0,0.0,0.0,1225.018999999999,41.313181944444445,46.93333333333321,13.666666666666673,0.0,60.59999999999988,41.0,352.0,127.0,104339.0083843749,54.89215508437233,28.276154033705936,0.0,782.0,551.2585499999998,107.43653249999997,14.30718533110823,673.002267831108,140.80000000000092,41.0,854.802267831109,2290.8700777873723,0.0,5986.21032807846,0,3
fixed,truck_capacity,22,7.0,810.0,3891.131380989105,564.2129999999996,18.219111111111115,38.66666666666657,5.999999999999998,1.5,44.66666666666657,18.0,282.0,0.0,98198.12901140904,64.4852436376471,93.25558310675123,15.0,22.0,253.8958499999999,35.0328825,20.563123929848373,309.49185642984827,116.00000000000057,18.0,443.49185642984884,1188.558175231995,1.0,7.0,810.0,3891.131380989105,564.2129999999996,18.219111111111115,38.66666666666657,5.999999999999998,1.5,44.66666666666657,18.0,282.0,0.0,98198.12901140904,64.4852436376471,93.25558310675123,15.0,22.0,253.8958499999999,35.0328825,20.563123929848373,309.49185642984827,116.00000000000057,18.0,443.49185642984884,1188.558175231995,1.0,10845.444867765415,0,3
smart,truck_capacity,22,0.0,0.0,0.0,759.8589999999998,24.171987500000007,43.86666666666655,8.999999999999998,1.1666666666666665,52.86666666666655,27.0,329.0,97.0,103882.53757361471,58.47266552606932,65.76925455752752,0.0,93.0,341.9365499999997,51.517642500000015,19.61697255137107,413.0711650513708,131.6000000000008,27.0,571.6711650513716,1532.078722337676,0.0,0.0,0.0,0.0,732.5809999999998,23.204818055555563,41.599999999999895,8.666666666666664,1.1666666666666665,50.26666666666656,26.0,312.0,81.0,99808.98431117772,59.240850137213805,65.62063399814446,0.0,85.0,329.6614499999998,49.194877500000025,18.84341064974848,397.69973814974827,124.8000000000007,26.0,548.499738149749,1469.9792982413273,0.0,9052.167686548826,0,3
fixed,base,23,0.0,0.0,0.0,510.98299999999983,16.79704861111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,3.0,102808.37353425112,64.10298886036367,63.46195897175995,0.0,9.0,229.94234999999992,33.84024750000001,12.047180843324767,275.82977834332473,118.80000000000061,18.0,412.62977834332537,1105.847805960112,0.0,0.0,0.0,0.0,510.98299999999983,16.79704861111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,3.0,102808.37353425112,64.10298886036367,63.46195897175995,0.0,9.0,229.94234999999992,33.84024750000001,12.047180843324767,275.82977834332473,118.80000000000061,18.0,412.62977834332537,1105.847805960112,0.0,10132.273256048642,0,3
smart,base,23,0.0,0.0,0.0,650.266,21.799534722222226,45.19999999999988,6.999999999999997,0.16666666666666666,52.19999999999988,21.0,339.0,105.0,108959.17426650481,59.52101729842939,57.65035675476445,0.0,72.0,292.6197,49.64928750000001,14.652009800143059,356.9209973001431,135.60000000000085,21.0,513.5209973001439,1376.2362727643858,0.0,0.0,0.0,0.0,622.417,20.773611111111116,43.33333333333322,6.666666666666664,0.16666666666666666,49.999999999999886,20.0,325.0,91.0,105633.88350769818,60.19024701293344,58.6854908376101,0.0,67.0,280.08765,47.292322500000004,14.185676249471388,341.5656487494714,130.00000000000077,20.0,491.5656487494722,1317.3959386485856,0.0,3981.4725237949433,0,3
fixed,high_demand,23,62.0,579.0,3618.572913251919,510.92699999999996,16.480245833333345,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,145362.7041754103,91.25091285336502,89.73006430580882,2.0,9.0,229.91714999999996,32.11823250000001,17.184019176106382,279.2194016761064,118.80000000000061,18.0,416.019401676107,1114.9319964919669,0.0,61.0,576.0,3604.0852363834983,510.92699999999996,16.480245833333345,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,0.0,145362.7041754103,91.25091285336502,89.73006430580882,2.0,9.0,229.91714999999996,32.11823250000001,17.184019176106382,279.2194016761064,118.80000000000061,18.0,416.019401676107,1114.9319964919669,0.0,14782.660757272313,0,3
smart,high_demand,23,2.0,25.0,162.46693792009296,988.8339999999994,32.13883888888889,66.53333333333327,11.333333333333336,1.3333333333333333,77.86666666666662,34.0,497.0,125.0,162197.0519488496,60.43559577794534,53.005572532303795,2.0,68.0,444.9752999999995,66.94618499999991,20.749739874305664,532.671224874305,199.60000000000176,34.0,766.2712248743068,2053.606882663142,0.0,2.0,25.0,162.46693792009296,932.7449999999995,30.333936111111115,62.26666666666649,10.666666666666668,1.1666666666666665,72.93333333333315,32.0,466.0,123.0,152737.29467825557,60.696747209607246,53.03378287439429,1.0,63.0,419.7352499999995,63.514889999999966,19.515749001713868,502.76588900171333,186.80000000000157,32.0,721.5658890017149,1933.796582524596,0.0,1404.4189591650368,0,3
fixed,traffic,23,0.0,0.0,0.0,510.98299999999983,22.206341250000005,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,3.0,102869.75173886093,64.14125934584179,63.499846752383284,0.0,9.0,229.94234999999992,121.46283562500003,16.125506902866398,367.53069252786634,118.80000000000061,18.0,504.330692527867,1351.6062559746836,0.0,0.0,0.0,0.0,510.98299999999983,22.206341250000005,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,3.0,102869.75173886093,64.14125934584179,63.499846752383284,0.0,9.0,229.94234999999992,121.46283562500003,16.125506902866398,367.53069252786634,118.80000000000061,18.0,504.330692527867,1351.6062559746836,0.0,10070.895051438883,0,3
smart,traffic,23,0.0,0.0,0.0,617.0730000000001,27.643625625000013,43.19999999999989,6.666666666666664,0.16666666666666666,49.86666666666655,20.0,323.0,124.0,104945.98875153538,60.16855220246269,58.30332708418632,1.0,71.0,277.68284999999986,160.52251275000015,19.12446787816459,457.3298306281646,129.60000000000076,20.0,606.9298306281653,1626.571946083483,0.0,0.0,0.0,0.0,589.224,26.241819375000006,41.33333333333323,6.333333333333331,0.16666666666666666,47.66666666666656,19.0,309.0,111.0,101604.62017320833,60.89213722474432,59.41790653403996,1.0,66.0,265.15079999999995,152.8330140000001,18.48936528743658,436.4731792874366,124.00000000000068,19.0,579.4731792874372,1552.9881204903318,0.0,7994.65803876433,0,3
fixed,sensor_failure,23,0.0,0.0,0.0,511.87899999999985,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,3.0,102808.37353425115,64.10298886036365,63.46195897175997,0.0,135.0,230.3455499999999,34.28460000000002,12.051412037506953,276.68156203750686,118.80000000000061,18.0,413.4815620375075,1108.1305862605202,0.0,0.0,0.0,0.0,511.87899999999985,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,3.0,102808.37353425115,64.10298886036365,63.46195897175997,0.0,135.0,230.3455499999999,34.28460000000002,12.051412037506953,276.68156203750686,118.80000000000061,18.0,413.4815620375075,1108.1305862605202,0.0,10132.273256048642,0,3
smart,sensor_failure,23,0.0,0.0,0.0,1286.6969999999994,43.98101805555558,49.19999999999987,14.333333333333341,0.0,63.53333333333321,43.0,369.0,152.0,108940.0560886083,54.67231561206882,28.14988529421403,0.0,856.0,579.0136499999995,115.0030349999999,14.92599541636952,708.942680416369,147.60000000000102,43.0,899.54268041637,2410.7743835158717,0.0,0.0,0.0,0.0,1258.2279999999992,42.9383263888889,47.86666666666654,14.000000000000007,0.0,61.866666666666546,42.0,359.0,142.0,106533.49769136308,54.953831471867915,28.1834649977151,0.0,774.0,566.2025999999995,112.70274749999993,14.608636863846993,693.5139843638464,143.60000000000096,42.0,879.1139843638473,2356.025478095111,0.0,4000.590701691547,0,3
fixed,truck_capacity,23,7.0,658.0,3025.8414801318972,556.7169999999998,18.081352777777784,38.53333333333324,5.999999999999998,1.5,44.53333333333324,18.0,284.0,0.0,99501.2709675728,64.88084961370167,94.49313482200645,13.0,9.0,250.5226499999999,34.97330250000001,20.29711206787953,305.79306456787947,115.60000000000056,18.0,439.39306456788006,1177.5734130419187,1.0,7.0,658.0,3025.8414801318972,556.7169999999998,18.081352777777784,38.53333333333324,5.999999999999998,1.5,44.53333333333324,18.0,284.0,0.0,99501.2709675728,64.88084961370167,94.49313482200645,13.0,9.0,250.5226499999999,34.97330250000001,20.29711206787953,305.79306456787947,115.60000000000056,18.0,439.39306456788006,1177.5734130419187,1.0,10413.53434259508,0,3
smart,truck_capacity,23,0.0,0.0,0.0,775.2270000000001,24.77884722222223,41.73333333333323,9.666666666666666,1.5,51.39999999999989,29.0,311.0,74.0,103969.99490959445,61.90901209336336,61.28499552584406,2.0,72.0,348.8521499999997,55.83062249999997,19.04940317165199,423.73217567165165,125.2000000000007,29.0,577.9321756716523,1548.8582308000282,0.0,0.0,0.0,0.0,747.378,23.75292361111111,39.86666666666657,9.333333333333332,1.5,49.1999999999999,28.0,297.0,60.0,100644.70415078782,62.75389958273337,61.44365332770929,2.0,67.0,336.32009999999974,53.47365749999998,18.33196693984943,408.1257244398492,119.60000000000062,28.0,555.7257244398498,1489.3449414987977,0.0,8970.651880705322,0,3
fixed,base,24,0.0,0.0,0.0,511.8789999999999,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102210.74140657454,63.73035378886053,63.09305025097194,0.0,8.0,230.34554999999992,34.28460000000002,11.992211763096213,276.6223617630962,118.80000000000061,18.0,413.4223617630968,1107.9719295250993,0.0,0.0,0.0,0.0,511.8789999999999,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102210.74140657454,63.73035378886053,63.09305025097194,0.0,8.0,230.34554999999992,34.28460000000002,11.992211763096213,276.6223617630962,118.80000000000061,18.0,413.4223617630968,1107.9719295250993,0.0,10056.74418576962,0,3
smart,base,24,0.0,0.0,0.0,659.1939999999996,21.6042375,42.66666666666656,7.33333333333333,0.5,49.999999999999886,22.0,320.0,66.0,109235.43468078917,63.214950625456694,55.169411454944026,0.0,68.0,296.6373,49.90999499999997,14.671664959872292,361.2189599598723,128.00000000000074,22.0,511.218959959873,1370.0668126924597,0.0,0.0,0.0,0.0,630.9629999999997,20.66331388888889,40.666666666666565,6.999999999999997,0.5,47.666666666666565,21.0,305.0,52.0,105732.72447398347,64.19716118638948,55.94324046242512,0.0,60.0,283.9333499999998,47.55548249999997,14.217779786608055,345.7066122866078,122.00000000000065,21.0,488.70661228660845,1309.7337209281106,0.0,3032.0509115549776,0,3
fixed,high_demand,24,61.0,406.0,2385.2935316205703,511.49399999999986,16.514273611111125,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,145723.31659196058,91.16824111108639,89.95266456293864,1.0,8.0,230.17229999999998,31.983525000000007,17.249646373775423,279.4054713737754,118.80000000000061,18.0,416.20547137377605,1115.43066328172,0.0,60.0,405.0,2384.993091083479,511.49399999999986,16.514273611111125,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,145723.31659196058,91.16824111108639,89.95266456293864,1.0,8.0,230.17229999999998,31.983525000000007,17.249646373775423,279.4054713737754,118.80000000000061,18.0,416.20547137377605,1115.43066328172,0.0,14679.243985317975,0,3
smart,high_demand,24,1.0,3.0,35.629327530057594,958.4199999999993,31.37856666666667,64.2666666666665,10.666666666666668,0.8333333333333333,74.93333333333317,32.0,478.0,127.0,154868.12154634256,59.99849742226201,53.77365331470228,4.0,69.0,431.2889999999999,70.00987499999998,20.091376406685487,521.3902514066854,192.80000000000166,32.0,746.190251406687,1999.7898737699213,0.0,1.0,3.0,35.629327530057594,890.7699999999995,29.0136625,58.93333333333317,10.0,0.8333333333333333,68.93333333333317,30.0,439.0,116.0,143898.72252624005,60.7013931182992,53.295823157866685,3.0,61.0,400.8464999999999,64.64175749999998,18.48118259304289,483.96944009304275,176.80000000000143,30.0,690.7694400930442,1851.2620994493586,0.0,7884.103235026394,0,3
fixed,traffic,24,0.0,0.0,0.0,512.7749999999999,22.516008750000008,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102273.76508694435,63.7696502599728,63.131953757373054,0.0,8.0,230.7487499999999,123.63409687500001,16.020583426496824,370.40343030149677,118.80000000000061,18.0,507.2034303014974,1359.3051932080132,0.0,0.0,0.0,0.0,512.7749999999999,22.516008750000008,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102273.76508694435,63.7696502599728,63.131953757373054,0.0,8.0,230.7487499999999,123.63409687500001,16.020583426496824,370.40343030149677,118.80000000000061,18.0,507.2034303014974,1359.3051932080132,0.0,9993.72050539976,0,3
smart,traffic,24,0.0,0.0,0.0,598.8890000000001,26.74044375,42.133333333333226,6.333333333333331,0.0,48.466666666666555,19.0,316.0,65.0,106077.38769150946,62.1644325430787,62.03356005351431,0.0,70.0,269.50005,156.39699825000005,20.14523230593383,446.04228055593387,126.40000000000072,19.0,591.4422805559345,1585.0653118899047,0.0,0.0,0.0,0.0,570.6580000000002,25.470196875,40.13333333333323,5.999999999999998,0.0,46.13333333333323,18.0,301.0,51.0,102563.98463417384,63.100765740232504,63.31110162603324,0.0,62.0,256.7960999999999,148.77202387500003,19.530738419096053,425.098862294096,120.40000000000063,18.0,563.4988622940966,1510.176950948179,0.0,6190.097900834677,0,3
fixed,sensor_failure,24,0.0,0.0,0.0,510.98299999999983,16.79704861111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102210.32830100182,63.730096209628286,63.09279524753199,0.0,132.0,229.94234999999992,33.84024750000001,11.985208448417339,275.7678059484173,118.80000000000061,18.0,412.5678059484179,1105.68171994176,0.0,0.0,0.0,0.0,510.98299999999983,16.79704861111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102210.32830100182,63.730096209628286,63.09279524753199,0.0,132.0,229.94234999999992,33.84024750000001,11.985208448417339,275.7678059484173,118.80000000000061,18.0,412.5678059484179,1105.68171994176,0.0,10057.157291342315,0,3
smart,sensor_failure,24,0.0,0.0,0.0,1190.7420000000002,40.467534722222226,47.06666666666654,13.000000000000005,0.0,60.06666666666655,39.0,353.0,124.0,106203.55008445747,55.71479912100389,30.25742167648361,0.0,844.0,535.8338999999993,104.86511999999993,14.9047190929708,655.60373909297,141.20000000000093,39.0,835.803739092971,2239.9540207691625,0.0,0.0,0.0,0.0,1125.2460000000003,38.08834722222223,43.86666666666655,12.333333333333337,0.0,56.19999999999989,37.0,329.0,114.0,99643.21586004566,56.08646620513664,29.922887645659358,0.0,759.0,506.3606999999995,99.47969999999992,13.900660866066477,619.7410608660658,131.6000000000008,37.0,788.3410608660666,2112.7540431210587,0.0,6063.935507886591,0,3
fixed,truck_capacity,24,6.0,226.0,1034.4488491490843,530.5219999999999,17.000027777777785,39.06666666666657,5.999999999999998,1.5,45.06666666666657,18.0,291.0,0.0,101128.04375173344,64.35537975800777,96.03802825425777,6.0,8.0,238.73489999999993,33.049845000000026,19.31382622661389,291.09857122661384,117.20000000000059,18.0,426.2985712266144,1142.4801708873267,0.0,6.0,226.0,1034.4488491490843,530.5219999999999,17.000027777777785,39.06666666666657,5.999999999999998,1.5,45.06666666666657,18.0,291.0,0.0,101128.04375173344,64.35537975800777,96.03802825425777,6.0,8.0,238.73489999999993,33.049845000000026,19.31382622661389,291.09857122661384,117.20000000000059,18.0,426.2985712266144,1142.4801708873267,0.0,10104.992991461673,0,3
smart,truck_capacity,24,0.0,0.0,0.0,782.233,24.583244444444432,41.06666666666656,9.666666666666666,1.6666666666666667,50.73333333333323,29.0,308.0,43.0,107052.2837189509,64.36524995126913,63.10184716707981,0.0,66.0,352.00485,58.07146499999997,19.74083798602713,429.8171529860271,123.20000000000067,29.0,582.0171529860278,1559.8059700025547,0.0,0.0,0.0,0.0,754.0019999999998,23.64232083333332,39.06666666666657,9.333333333333332,1.6666666666666667,48.399999999999906,28.0,293.0,29.0,103549.57351214522,65.44657660987556,63.2170778462425,0.0,58.0,339.3008999999999,55.71695249999997,19.042553104082145,414.060405604082,117.20000000000059,28.0,559.2604056040826,1498.8178870189415,0.0,5215.201873393316,0,3
fixed,base,25,0.0,0.0,0.0,512.7749999999999,16.987137500000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,103285.39177523182,64.40041886471613,63.75641467606903,0.0,8.0,230.7487499999999,34.72895250000003,12.104560705697018,277.5822632056969,118.80000000000061,18.0,414.38226320569754,1110.5444653912696,0.0,0.0,0.0,0.0,512.7749999999999,16.987137500000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,103285.39177523182,64.40041886471613,63.75641467606903,0.0,8.0,230.7487499999999,34.72895250000003,12.104560705697018,277.5822632056969,118.80000000000061,18.0,414.38226320569754,1110.5444653912696,0.0,9965.254913463936,0,3
smart,base,25,0.0,0.0,0.0,689.5419999999999,22.85341805555556,44.53333333333322,7.666666666666663,0.5,52.19999999999988,23.0,334.0,95.0,107100.24199155938,59.38137169636242,51.73924733891757,0.0,82.0,310.2939,51.69921749999999,13.825999594363097,375.8191170943631,133.60000000000082,23.0,532.4191170943639,1426.8832338128952,0.0,0.0,0.0,0.0,661.035,21.745423611111118,42.133333333333226,7.33333333333333,0.5,49.466666666666555,22.0,316.0,79.0,102797.0419682907,60.242054599326444,51.917697963783176,0.0,74.0,297.46575000000007,49.17534749999999,13.228239904992396,359.86933740499245,126.40000000000072,22.0,508.26933740499317,1362.1618242453817,0.0,6150.404697136306,0,3
fixed,high_demand,25,66.0,535.0,3076.674873512087,509.6609999999998,16.41120000000001,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,146595.85600719287,91.71412412862415,90.49126914024251,1.0,8.0,229.34744999999995,31.334242500000016,17.53194915393728,278.2136416539372,118.80000000000061,18.0,415.01364165393784,1112.2365596325535,0.0,63.0,529.0,3043.274151379043,509.6609999999998,16.41120000000001,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,146595.85600719287,91.71412412862415,90.49126914024251,1.0,8.0,229.34744999999995,31.334242500000016,17.53194915393728,278.2136416539372,118.80000000000061,18.0,415.01364165393784,1112.2365596325535,0.0,14540.906817903875,0,3
smart,high_demand,25,4.0,33.0,218.12320245291653,930.1549999999994,29.209918055555566,57.466666666666505,11.333333333333336,1.6666666666666667,68.79999999999984,34.0,422.0,49.0,153136.32942924547,67.20042541216671,50.04455210106061,9.0,80.0,418.5697499999998,54.503887500000005,18.273229733334112,491.3468672333339,172.40000000000137,34.0,697.7468672333353,1869.9616041853385,0.0,4.0,33.0,218.12320245291653,864.7919999999995,26.98816111111112,52.266666666666524,10.666666666666668,1.6666666666666667,62.933333333333195,32.0,385.0,41.0,142090.12532674082,68.34541862758095,49.336849071785004,7.0,72.0,389.15639999999985,49.393057500000026,16.710327937580495,455.2597854375804,156.80000000000115,32.0,644.0597854375815,1726.0802249727185,0.0,10858.985066910269,0,3
fixed,traffic,25,0.0,0.0,0.0,512.7749999999999,22.516008750000008,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,103340.4216181011,64.43473102512843,63.790383714877215,0.0,8.0,230.7487499999999,123.63409687500001,16.15371826142554,370.53656513642545,118.80000000000061,18.0,507.3365651364261,1359.661994565622,0.0,0.0,0.0,0.0,512.7749999999999,22.516008750000008,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,103340.4216181011,64.43473102512843,63.790383714877215,0.0,8.0,230.7487499999999,123.63409687500001,16.15371826142554,370.53656513642545,118.80000000000061,18.0,507.3365651364261,1359.661994565622,0.0,9910.22507059464,0,3
smart,traffic,25,0.0,0.0,0.0,675.8919999999999,30.219596249999988,44.66666666666655,7.33333333333333,0.3333333333333333,51.99999999999988,22.0,334.0,94.0,107153.39585273433,59.41084267727569,54.11787669330017,1.0,82.0,304.15139999999997,173.25766912500012,19.073137744746816,496.4822068697469,134.00000000000082,22.0,652.4822068697478,1748.6523144109242,0.0,0.0,0.0,0.0,647.385,28.723803749999988,42.26666666666656,6.999999999999997,0.3333333333333333,49.26666666666656,21.0,316.0,78.0,102823.31187188734,60.25744952642257,54.40386871528431,1.0,74.0,291.32325000000003,165.3605921250001,18.26163084619676,474.94547297119686,126.80000000000072,21.0,622.7454729711976,1668.9578675628097,0.0,6097.250835961206,0,3
fixed,sensor_failure,25,0.0,0.0,0.0,512.7749999999999,16.987137500000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,103279.46256793704,64.3967218904707,63.75275467156607,0.0,133.0,230.7487499999999,34.72895250000003,12.103725324674581,277.5814278246745,118.80000000000061,18.0,414.38142782467514,1110.5422265701295,0.0,0.0,0.0,0.0,512.7749999999999,16.987137500000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,103279.46256793704,64.3967218904707,63.75275467156607,0.0,133.0,230.7487499999999,34.72895250000003,12.103725324674581,277.5814278246745,118.80000000000061,18.0,414.38142782467514,1110.5422265701295,0.0,9971.184120758728,0,3
smart,sensor_failure,25,0.0,0.0,0.0,1240.3229999999999,42.19811249999998,48.5333333333332,13.666666666666673,0.0,62.199999999999875,41.0,364.0,150.0,106763.83476433504,54.316155252510654,28.933288554020336,0.0,868.0,558.1453499999998,108.09956250000002,14.755391811306106,681.000304311306,145.600000000001,41.0,867.6003043113069,2325.1688155543025,0.0,0.0,0.0,0.0,1211.6759999999997,41.09372777777776,47.06666666666654,13.33333333333334,0.0,60.39999999999988,40.0,353.0,140.0,104087.12782475262,54.6045156986426,28.913091062431285,0.0,787.0,545.2541999999997,105.65282250000001,14.361686151328202,665.268708651328,141.20000000000093,40.0,846.4687086513289,2268.5361391855618,0.0,6486.811924360654,0,3
fixed,truck_capacity,25,7.0,901.0,4262.38699961098,526.6679999999998,17.015112500000008,38.399999999999906,5.999999999999998,1.5,44.399999999999906,18.0,281.0,1.0,98726.87724168044,65.06318521265351,93.75771817823403,16.0,8.0,237.0006,32.73129000000002,18.95922036548105,288.69111036548105,115.20000000000056,18.0,421.8911103654816,1130.6681757794909,0.0,7.0,901.0,4262.38699961098,526.6679999999998,17.015112500000008,38.399999999999906,5.999999999999998,1.5,44.399999999999906,18.0,281.0,1.0,98726.87724168044,65.06318521265351,93.75771817823403,16.0,8.0,237.0006,32.73129000000002,18.95922036548105,288.69111036548105,115.20000000000056,18.0,421.8911103654816,1130.6681757794909,0.0,10261.382447404216,0,3
smart,truck_capacity,25,0.0,0.0,0.0,788.5029999999994,25.69838611111111,44.79999999999988,9.333333333333332,1.3333333333333333,54.13333333333321,28.0,334.0,94.0,106156.9483243645,58.85836567108255,64.80888176090629,2.0,75.0,354.82635000000005,55.67640749999999,20.100430110766247,430.60318761076627,134.40000000000083,28.0,593.0031876107671,1589.2485427968559,0.0,0.0,0.0,0.0,759.9959999999995,24.59039166666666,42.39999999999989,8.999999999999998,1.3333333333333333,51.39999999999989,27.0,316.0,78.0,101853.74830109582,59.68925709159389,64.48480424254247,2.0,67.0,341.9982000000001,53.15253749999997,19.180799819426703,414.3315373194268,127.20000000000073,27.0,568.5315373194276,1523.664520016066,0.0,7093.6983643311505,0,3
fixed,base,26,0.0,0.0,0.0,511.87899999999985,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102331.56801879786,63.805691494449405,63.16763457950485,0.0,15.0,230.3455499999999,34.28460000000002,11.982810327083012,276.61296032708293,118.80000000000061,18.0,413.4129603270835,1107.9467336765838,0.0,0.0,0.0,0.0,511.87899999999985,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102331.56801879786,63.805691494449405,63.16763457950485,0.0,15.0,230.3455499999999,34.28460000000002,11.982810327083012,276.61296032708293,118.80000000000061,18.0,413.4129603270835,1107.9467336765838,0.0,9868.535840044799,0,3
smart,base,26,0.0,0.0,0.0,643.6929999999995,21.42330833333334,43.19999999999989,6.999999999999997,0.16666666666666666,50.19999999999989,21.0,324.0,90.0,107559.00562397146,61.47634066299237,56.90952678517009,0.0,80.0,289.66185,51.049372500000004,14.477590315243603,355.18881281524364,129.60000000000076,21.0,505.7888128152444,1355.514018344855,0.0,0.0,0.0,0.0,614.8869999999994,20.316708333333338,41.06666666666656,6.666666666666664,0.16666666666666666,47.73333333333323,20.0,308.0,77.0,103679.06725587198,62.337101524694596,57.59948180881777,0.0,69.0,276.69915,48.58474500000001,13.93648328032511,339.22037828032506,123.20000000000067,20.0,482.42037828032574,1292.886613791273,0.0,4641.098234871263,0,3
fixed,high_demand,26,66.0,493.0,2616.882317780962,514.7669999999998,16.60212777777779,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,145595.31506275656,91.08816007429708,89.87365127330652,1.0,15.0,231.64514999999994,32.427225000000014,17.709668586883687,281.7820435868837,118.80000000000061,18.0,418.5820435868843,1121.79987681285,0.0,64.0,486.0,2572.2173180581094,514.7669999999998,16.60212777777779,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,145595.31506275656,91.08816007429708,89.87365127330652,1.0,15.0,231.64514999999994,32.427225000000014,17.709668586883687,281.7820435868837,118.80000000000061,18.0,418.5820435868843,1121.79987681285,0.0,14477.953214784435,0,3
